"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Oman","OMN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57","","","2.31","","2.78","","3.409091","","3.346116","","3.3","","","","3.4","","",
"Other small states","OSS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4075","","","2.801","","2.53818181818182","","2.82476490909091","","2.72687509090909","","2.58583333333333","","","","2.7875","","",
"Pakistan","PAK","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72","","","2.91","","2.86","","3.081636","","2.931892","","2.63","","","","","","",
"Panama","PAN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","2.87","","2.76","","3.183415","","3.652167","","3.31","","","","3.1","","",
"Peru","PER","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91","","","2.75","","2.87","","2.9375","","2.912407","","2.84","","","","3.1","","",
"Philippines","PHL","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77","","","3.4","","2.97","","3.333333","","3.013986","","3.29","","","","3.1","","",
"Palau","PLW","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57","","","2.55","","2.34","","2.466667","","2.458874","","2.15","","","","2.6","","",
"Poland","POL","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","","","3.22","","3.47","","3.456749","","3.438257","","3.68","","","","3.3","","",
"Pre-demographic dividend","PRE","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28193548387097","","","2.45666666666667","","2.43964285714286","","2.39395851515152","","2.44355721875","","2.4969696969697","","","","2.495","","",
"Puerto Rico (US)","PRI","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.23","","","3.02","","3.43","","3.42767","","3.241283","","3.83","","","","3.1","","",
"Paraguay","PRY","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.87","","2.31","","2.82567","","2.580952","","2.69","","","","2.7","","",
"West Bank and Gaza","PSE","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36","","","2.33","","2.425","","2.4698485","","2.2476205","","2.18","","","","2.6","","",
"Post-demographic dividend","PST","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.40515151515151","","","3.29647058823529","","3.388","","3.39663768571429","","3.45265477142857","","3.38057142857143","","","","3.39444444444444","","",
"French Polynesia","PYF","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","2.92","","2.88","","3.550252","","3.582678","","3.75","","","","3.1","","",
"Romania","ROU","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","","3.24","","2.99","","3.322581","","3.058824","","3.18","","","","3.4","","",
"Russian Federation","RUS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48","","","2.72","","2.59","","2.640805","","2.450475","","2.64","","","","2.3","","",
"Rwanda","RWA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67","","","2.88","","2.27","","2.776515","","3.053013","","3.39","","","","2.4","","",
"South Asia","SAS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.61166666666667","","2.584","","2.75342283333333","","2.686314","","2.51666666666667","","","","2.8","","",
"Saudi Arabia","SAU","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93","","","2.8","","3.1","","2.93211","","3.228372","","2.99","","","","3.3","","",
"Sudan","SDN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67","","","2.11","","1.93","","2.230994","","2.567713","","2.58","","","","2.4","","",
"Senegal","SEN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09","","","2.75","","2.72","","3.025","","2.245513","","2.36","","","","","","",
"Singapore","SGP","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04","","","3.86","","3.99","","3.703168","","3.956593","","3.58","","","","4","","",
"Solomon Islands","SLB","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36","","","2.18","","2.44","","2.219697","","2.284103","","2.2","","","","2.9","","",
"Sierra Leone","SLE","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82","","","2.33","","1.85","","","","2.308264","","2.18","","","","","","",
"El Salvador","SLV","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78","","","2.18","","2.57","","3.198111","","2.818224","","2.71","","","","2.6","","",
"San Marino","SMR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88","","","1.33","","","","1.75","","1.857143","","2.61","","","","2.4","","",
"Serbia","SRB","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","3.41","","2.76","","3.119549","","2.633929","","2.97","","","","2.9","","",
"Sub-Saharan Africa (excluding high income)","SSA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36","","","2.49771428571429","","2.47833333333333","","2.47938080487805","","2.48550458974359","","2.52102564102564","","","","2.57692307692308","","",
"South Sudan","SSD","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36179487179487","","","2.505","","2.47486486486487","","2.47987173809524","","2.4874352","","2.52102564102564","","","","2.57692307692308","","",
"Small states","SST","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.342","","","2.69071428571429","","2.52266666666667","","2.75997073333333","","2.6407515625","","2.50882352941177","","","","2.71333333333333","","",
"Sao Tome and Principe","STP","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","","","","","2.33","","2.950126","","2.258456","","2.42","","","","","","",
"Suriname","SUR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09","","","3.05","","2.84","","3.301764","","3.405025","","3.1","","","","3","","",
"Slovenia","SVN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","","","2.84","","3.34","","3.049875","","3.104538","","3.19","","","","3.4","","",
"Sweden","SWE","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","","3.83","","3.39","","3.75625","","4.003465","","3.92","","","","3.4","","",
"Eswatini","SWZ","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","2.87","","2.62","","2.154339","","1.362654","","2.37","","","","2.3","","",
"Turks and Caicos Islands","TCA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83","","","2.75","","2","","2.333333","","2.405843","","2.37","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63538461538462","","","2.79","","2.76538461538461","","2.87488976923077","","2.80258661538462","","2.82615384615385","","","","2.925","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.47052631578947","","","2.89095238095238","","2.69666666666667","","2.82885390476191","","2.61464271428571","","2.74761904761905","","","","2.825","","",
"Togo","TGO","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.42","","3.13","","2.472934","","2.622492","","2.52","","","","3","","",
"Thailand","THA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24","","","3.27","","3.21","","3.295637","","3.36694","","3.46","","","","3.5","","",
"Tajikistan","TJK","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","2.42","","2.33","","2.727727","","2.116068","","2.31","","","","2.5","","",
"Turkmenistan","TKM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31","","","","2.555556","","2.373737","","2.29","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.54857142857143","","","2.71619047619048","","2.734","","2.81177404761905","","2.70326059090909","","2.72142857142857","","","","2.6695652173913","","",
"Timor-Leste","TLS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35416666666667","","","2.63692307692308","","2.66928571428571","","2.48134575","","2.61981669230769","","2.45214285714286","","","","2.37777777777778","","",
"Tonga","TON","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.61166666666667","","2.584","","2.75342283333333","","2.686314","","2.51666666666667","","","","2.8","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36179487179487","","","2.505","","2.47486486486487","","2.47987173809524","","2.4874352","","2.52102564102564","","","","2.57692307692308","","",
"Trinidad and Tobago","TTO","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.308907","","2.59","","","","2.5","","",
"Tunisia","TUN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86","","","3.36","","2.88","","2.909091","","2.333333","","2.5","","","","","","",
"Turkiye","TUR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","","","3.15","","3.38","","3.182316","","3.412406","","3.06","","","","3.4","","",
"Tuvalu","TUV","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.78","","2.91","","2.317448","","2.982419","","","","","","","","",
"Uganda","UGA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42","","","3.02","","","","","","2.878613","","2.76","","","","","","",
"Ukraine","UKR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","","","2.79","","2.72","","2.947146","","2.59231","","2.83","","","","2.8","","",
"Upper middle income","UMC","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5853125","","","2.7415","","2.72275","","2.8174427","","2.67281565","","2.72575","","","","2.76578947368421","","",
"Uruguay","URY","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.77","","2.91","","2.638753","","2.911553","","2.73","","","","2.7","","",
"United States","USA","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58","","","3.21","","3.56","","3.44804","","3.650306","","3.51","","","","3.4","","",
"Uzbekistan","UZB","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07","","","2.79","","2.38","","2.225397","","2.361264","","2.42","","","","2.6","","",
"St. Vincent and the Grenadines","VCT","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69","","","3.05","","2.54","","2.938415","","2.469858","","2.38","","","","2","","",
"British Virgin Islands","VGB","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","3.04","","3.14","","3.217391","","3.123474","","3.16","","","","3.3","","",
"Vanuatu","VUT","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71846666666667","","","2.84522580645161","","2.82701298701299","","2.8643239875","","2.86593981875","","2.8299375","","","","2.92517985611511","","",
"Samoa","WSM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","2.24","","3.14","","2.350446","","","","2.21","","","","1.7","","",
"South Africa","ZAF","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.56","","","3.26","","3.5","","3.45","","3.622504","","3.51","","","","3.6","","",
"Zambia","ZMB","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.41","","","","2.128788","","2.514709","","3.05","","","","","","",
"Zimbabwe","ZWE","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","LP.LPI.ITRN.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27","","","","","2.67","","2.248457","","2.080183","","2.06","","","","2.5","","",
